"x","v1","v2","v3","v4","v5","v6","v7","v8","v9","v10","v11","v12","v13","v14","v15","v16","v17","v18","v19","v20","v21","v22","v23","v24","v25","v26","v27","v28","v29","v30","v31","v32","v33","v34","v35","v36","v37","v38","v39"
1.24e-08,5.0,4.0,0.0,5.0,5.0,0.0,0.0230224,0.603651,1.52079,5.00733,0.0964775,0.305663,-0.0341525,-0.0877312,-0.0636547,5.00301,0.0229743,0.604501,1.52302,5.00999,0.0961324,5.01931,4.99658,4.99807,0.00172403,0.00047234,5.00036,0.00551926,5.00059,0.000156236,5.0001,5.00019,0.000111673,4.99811,-0.295837,1.43182,5.34488,5.44307,1.43042
1.25e-08,5.0,5.0,0.0,5.0,5.0,0.0,0.035229,0.35745,0.608874,5.15145,1.61491,0.0611255,0.0232109,0.0653203,0.00983929,5.02627,0.0351406,0.357125,0.608808,5.14946,1.61168,5.00279,5.00667,5.00497,-0.00027134,0.000211593,4.99996,-0.00119763,4.99945,0.000135106,5.0001,4.99987,0.000130815,5.00325,-0.29516,1.43726,5.35861,5.45616,1.42899
1.26e-08,5.0,5.0,0.0,5.0,5.0,0.0,-0.0210607,0.135965,0.244031,4.37298,3.22668,-0.00179951,-0.0138039,-0.00621184,-0.000518204,4.9977,-0.0211974,0.136137,0.244311,4.36501,3.22343,4.99273,4.99641,5.00112,-0.000204147,-0.000189601,4.99834,-0.0295069,4.99732,-0.000336402,4.99987,5.00021,-0.000210491,4.99647,-0.294725,1.43084,5.28622,5.38122,1.42439
1.27e-08,5.0,5.0,0.0,5.0,5.0,0.0,-0.0292766,0.0707354,0.127087,2.36126,4.22041,-0.0012032,-0.0416538,-0.0353188,-0.000265194,4.99548,-0.0312063,0.0711304,0.126053,2.23938,4.20442,4.99217,4.99532,5.00055,8.79968e-06,3.2492e-05,4.99783,-0.0367677,4.99957,-0.000302283,5.00009,4.99973,-0.000231304,4.98948,-0.294044,1.42587,4.90033,4.77163,1.42216
1.28e-08,5.0,5.0,0.0,5.0,5.0,0.0,-0.0172693,0.0314595,0.0552995,0.470759,4.54492,0.000405978,-0.0458764,-0.0491378,0.000154772,4.99757,-0.0160331,0.0346959,0.0597175,0.325144,4.53535,4.99295,4.99938,5.00038,5.93762e-05,0.000575955,5.00383,0.064749,5.00919,0.000699323,5.00021,4.99977,0.000310226,4.99459,-0.292917,1.42383,4.75027,3.53297,1.43447
1.29e-08,5.0,5.0,0.0,5.0,5.0,0.0,-0.00271479,0.0201047,0.0361032,0.0577238,4.82845,0.000989399,-0.0201967,-0.0251957,0.000299538,5.00277,-0.0021718,0.0212674,0.038422,0.00660272,4.83834,4.99471,5.00328,5.00018,5.83554e-05,7.72235e-05,5.00734,0.119022,5.00558,0.000473866,5.00002,4.99996,0.000265303,5.00262,-0.292351,1.42642,4.89731,2.74466,1.44048
1.3e-08,5.0,5.0,0.0,5.0,5.0,0.0,-0.000912251,0.00994945,0.0169025,0.0115884,4.94868,0.000445194,-0.00878316,-0.0110996,3.12715e-05,5.00245,-0.000766597,0.00872193,0.0158174,-0.0102186,4.95464,4.99594,5.00222,5.00006,4.13815e-05,-0.000285172,5.00387,0.0882007,5.00033,-0.000156146,5.00004,4.99997,3.0878e-05,5.00276,-0.291965,1.42728,4.97098,2.34448,1.43705
1.31e-08,5.0,5.0,0.0,5.0,5.0,0.0,-0.000349106,0.00389601,0.006364,0.00262611,4.98588,0.000191447,-0.00379173,-0.00481123,-3.18225e-05,5.0014,-0.000251052,0.00252206,0.00481338,-0.0082401,4.98874,4.99696,5.00114,5.00006,3.71369e-05,-0.000242061,5.00058,0.0552062,4.99851,-0.000225625,4.99988,5.0002,-4.48405e-05,5.00156,-0.291365,1.42736,4.99293,2.11802,1.43314
1.32e-08,5.0,5.0,0.0,5.0,5.0,0.0,-0.000116866,0.00138839,0.00217624,0.000671499,4.99609,8.30476e-05,-0.00164621,-0.0020941,-2.48268e-05,5.00069,-5.49363e-05,0.000455269,0.00107847,-0.00556785,4.99746,4.9978,5.00052,5.00007,3.03372e-05,-0.000135112,4.99893,0.03418,4.9983,-0.000123592,5.00013,4.99957,-1.2852e-05,5.00072,-0.290687,1.4271,4.99832,1.9783,1.43039
1.33e-08,5.0,5.0,0.0,5.0,5.0,0.0,-4.24733e-05,0.00060778,0.000921391,0.000389038,4.9981,3.96236e-05,-0.000785131,-0.000998038,-1.16701e-05,5.00032,-3.36364e-06,7.59332e-05,0.000301256,-0.00374178,4.99883,4.99844,5.00024,5.00006,2.25336e-05,-3.50117e-05,4.99836,0.0223243,4.99854,-3.78116e-05,4.99993,5.00026,-7.84469e-06,5.0003,-0.290027,1.42669,4.99909,1.88656,1.42861
1.34e-08,5.0,5.0,0.0,5.0,5.0,0.0,-1.39536e-05,0.000329648,0.000457305,0.000291291,4.99908,1.91866e-05,-0.00037575,-0.000478747,-6.05117e-06,5.00014,-2.01983e-06,2.91532e-05,0.000114861,-0.00264763,4.99948,4.99891,5.00011,5.00004,1.5986e-05,-2.75868e-05,4.99832,0.015545,4.99871,8.47472e-06,5.00026,4.99947,3.29986e-05,5.00013,-0.289376,1.42621,4.99956,1.82001,1.42739
1.35e-08,5.0,5.0,0.0,5.0,5.0,0.0,-3.01179e-05,0.000492396,0.000786754,0.000317347,4.99788,1.70665e-05,-0.000352375,-0.000445332,7.61116e-06,5.00009,-9.70575e-06,0.000320562,0.00059489,-0.00202823,4.99815,4.99924,5.00009,5.00004,1.07284e-05,5.48974e-05,4.99854,0.011949,4.99928,2.43387e-06,4.99973,5.00074,-1.23286e-05,4.99995,-0.288772,1.42569,4.99858,1.77389,1.42651
1.36e-08,5.0,4.0,0.0,5.0,5.0,0.0,-0.0657192,-0.0732035,-0.120016,-0.0167823,4.98395,-0.0655239,-0.0545586,-0.102046,-0.0163668,4.9867,-0.0657007,-0.0720911,-0.118904,-0.0182241,4.98431,4.99635,4.99285,4.99853,-7.5239e-05,1.80604e-07,4.99873,0.00757134,4.99914,-7.44762e-05,5.0,5.00003,-6.07871e-05,4.99668,-0.288193,1.41703,4.99829,1.72955,1.42548
1.37e-08,5.0,3.0,0.0,5.0,5.0,0.0,-0.0204835,-0.0844077,-0.148054,-0.0158344,4.99294,-0.0210234,-0.0746881,-0.135753,-0.0158244,4.99262,-0.0205247,-0.0840491,-0.147478,-0.0169551,4.99298,4.99699,4.99591,4.99945,5.60593e-05,5.48911e-05,4.99905,0.00667655,4.99939,7.80111e-05,5.00006,4.99987,5.35082e-05,4.99775,-0.287505,1.41244,4.9998,1.69632,1.42488
1.38e-08,5.0,2.0,0.0,5.0,5.0,0.0,0.183378,-0.0789062,-0.15898,-0.0140559,4.99724,0.1827,-0.0771865,-0.154351,-0.0141177,4.99607,0.183332,-0.0791345,-0.158986,-0.0150395,4.99718,4.99813,4.99897,4.99998,6.97571e-05,3.97478e-05,4.99927,0.00583243,4.99952,9.43608e-05,5.00009,4.99979,7.69194e-05,4.99917,-0.286892,1.41019,5.00035,1.66971,1.4243
1.39e-08,5.0,1.0,0.0,5.0,5.0,0.0,1.07181,-0.0390837,-0.0801463,0.0104849,5.01939,1.06848,-0.05386,-0.0827509,0.0100085,5.01805,1.07163,-0.0404143,-0.080544,0.0103736,5.01948,5.00068,5.00403,5.00304,0.000667617,0.000192909,4.99952,0.00644443,4.9998,0.000170159,5.00004,5.00008,0.000126221,5.00173,-0.28626,1.41199,5.0038,1.6526,1.42392
1.4e-08,5.0,5.32907e-15,0.0,5.0,5.0,0.0,3.118,0.0197559,0.16463,0.0865874,5.0471,3.11554,-0.0022199,0.163348,0.0857144,5.04713,3.11839,0.0182035,0.165361,0.0877592,5.04749,5.00307,5.00786,5.00935,0.000960856,0.000297932,4.99969,0.00650959,4.99976,8.83919e-05,5.00004,4.99997,6.57178e-05,5.00386,-0.285714,1.41833,5.00989,1.65236,1.4235
1.41e-08,5.0,0.0,1.0,4.0,4.0,1.0,4.46472,0.0183094,0.174017,0.107813,5.00902,4.46518,0.0136703,0.174012,0.107784,5.00927,4.46213,-0.0235871,0.171378,0.104382,5.008,5.0588,5.00318,5.00742,0.00131749,0.00402253,4.99834,-0.0302575,4.99744,-0.00018802,5.04854,5.08794,0.00223349,5.00188,-0.284545,1.42502,5.00251,1.56034,1.32443
1.42e-08,5.0,0.0,2.0,3.0,3.0,2.0,4.84158,-0.00180099,0.0799249,0.0524688,4.98194,4.84212,0.00633526,0.0794822,0.051862,4.98184,4.84163,-0.0426072,0.0776087,0.0515938,4.98243,4.96365,4.99942,4.99181,-0.00759564,-0.0122366,4.99536,-0.0437806,4.99598,-0.000373512,4.82711,5.05993,-0.0148854,4.99888,-0.289246,1.41504,4.99438,1.53764,1.31149
1.43e-08,5.0,0.0,3.0,2.0,2.0,3.0,4.94795,-0.0189565,0.0318788,0.0214369,4.98496,4.94853,0.00138826,0.0310624,0.0204448,4.98483,4.95195,-0.0597501,0.0435738,0.0373818,4.98985,4.54012,4.9992,4.97421,-0.0217897,-0.047853,4.99163,-0.0355466,4.99478,-0.000390597,4.04208,4.76875,-0.0476636,4.99757,-0.298717,1.37535,4.9953,1.97139,1.78169
1.44e-08,5.0,0.0,4.0,1.0,1.0,4.0,4.98173,-0.0424144,0.0129696,0.00876443,4.99188,4.98244,-0.00108934,0.0112213,0.00629858,4.9914,4.99159,0.00824773,0.0428235,0.0411547,4.99781,3.6307,4.99949,4.93603,-0.0450321,-0.0963082,4.99073,0.0381776,4.99806,0.000156875,2.64155,3.99197,-0.0491447,4.99951,-0.298492,1.28381,4.99761,2.75096,2.64844
1.45e-08,5.0,0.0,5.0,0.0,0.0,5.0,4.99236,-0.0735904,0.00483397,0.00341595,4.99623,4.99434,0.0038886,0.00249061,0.000967736,4.99616,5.02084,0.481404,0.0423755,0.0397009,4.99887,2.35176,5.001,4.8853,-0.076646,-0.108071,5.0053,0.282109,5.01911,0.0032343,0.838902,3.10174,0.220125,5.01712,-0.214163,1.44779,4.99985,3.39212,3.43211
1.46e-08,5.0,0.0,5.0,0.0,0.0,5.0,4.99762,-0.0892423,0.0025677,0.00170778,4.99862,4.9997,0.0298077,0.00130764,0.00121674,4.99902,5.04029,1.32496,0.0347695,0.0308946,4.99679,1.0322,5.00408,4.8927,-0.128569,-0.0567275,5.03631,0.674178,5.04602,0.00776304,0.19014,2.5197,1.11174,5.0557,0.181451,2.33713,5.00152,3.74042,3.95252
1.47e-08,5.0,0.0,5.0,0.0,0.0,5.0,5.01939,0.285039,0.0042079,0.00259042,5.00025,5.00081,0.0475776,0.00181315,0.00190276,4.9999,5.04138,2.11949,0.0225061,0.0205793,4.99616,0.354379,5.00319,4.93984,-0.186391,-0.0239271,5.03103,1.07582,5.05469,-0.000566905,0.0982549,2.21771,2.03988,5.07088,0.0749974,3.25835,5.0011,3.82345,4.20231
1.48e-08,5.0,0.0,5.0,0.0,0.0,5.0,5.0433,1.13702,0.00350003,0.0022241,4.99974,5.00009,0.0481003,0.00163875,0.00154009,4.99987,5.0271,2.57317,0.0155539,0.0154037,4.99743,0.115986,5.00063,4.97458,-0.202175,-0.0178628,4.9008,1.45189,5.01317,-0.00760695,0.0723197,2.04,2.90209,5.07704,0.0454707,3.67554,5.00046,3.85696,4.3746
1.49e-08,5.0,0.0,5.0,0.0,0.0,5.0,5.05332,2.10809,0.00178404,0.00118519,4.99953,4.99972,0.0464167,0.00101454,0.000860922,4.99979,5.00445,2.58202,0.0121357,0.0129191,4.99859,0.0435668,4.99995,4.99039,-0.206953,-0.0233027,4.62503,1.789,4.89484,-0.0159226,0.0576863,1.92235,3.61069,5.07758,0.0292987,3.84975,4.99996,3.88547,4.49948
1.5e-08,5.0,0.0,5.0,0.0,0.0,5.0,5.04959,2.95826,-8.72902e-05,1.10217e-06,4.99946,4.99985,0.047818,0.000497435,0.000410386,4.99981,4.97957,2.15054,0.0107997,0.0119327,4.99936,0.0245112,5.00014,4.99614,-0.2082,-0.031853,4.21887,2.08649,4.69655,-0.0245989,0.0427644,1.83874,4.13554,5.06958,0.0196837,4.01125,4.99925,3.91862,4.58929
1.51e-08,5.0,0.0,5.0,0.0,0.0,5.0,5.03955,3.60164,-0.00128497,-0.000784506,4.99958,4.99974,0.042789,0.000195258,0.000164585,4.99989,4.95702,1.33786,0.0103976,0.011527,4.99972,0.020786,4.99982,4.99801,-0.208416,-0.0400843,3.70902,2.34663,4.42036,-0.0331402,0.0301979,1.77592,4.50679,5.04223,0.0124119,4.2253,4.99862,3.9585,4.65742
1.52e-08,5.0,0.0,5.0,0.0,0.0,5.0,5.02851,4.0435,-0.00142213,-0.000948169,5.00012,4.9995,0.035207,5.31901e-05,3.99493e-05,4.99994,4.95231,0.45702,0.0124406,0.0124295,5.00058,0.0164656,4.99832,4.99851,-0.208669,-0.0482725,3.09967,2.57245,4.06069,-0.0100902,0.020146,1.72665,4.71501,5.03331,0.00884715,4.45433,4.99919,4.00467,4.71183
1.53e-08,5.0,0.0,5.0,0.0,0.0,5.0,5.02052,4.35771,-0.00130018,-0.000856256,4.99997,4.99949,0.0264423,2.4607e-05,1.93797e-05,4.99998,4.97819,0.153772,0.016814,0.0161152,5.00123,0.0118409,4.99838,4.99869,-0.208934,-0.0576154,2.35791,2.81211,3.60793,0.067837,0.0135728,1.686,4.83916,5.0279,0.00527181,4.62215,4.99961,4.05903,4.77057
1.54e-08,5.0,0.0,5.0,0.0,0.0,5.0,5.01422,4.57254,-0.00106874,-0.000696719,4.99992,4.99958,0.0193959,6.62736e-05,5.67594e-05,5.0002,4.99191,0.0913584,0.0167556,0.0161076,5.0002,0.00849698,4.99865,4.99924,-0.209111,-0.0627218,1.41912,3.04778,3.12531,0.266702,0.00980358,1.65276,4.91027,5.03408,0.00585821,4.74478,5.00048,4.1254,4.83196
1.55e-08,5.0,0.0,5.0,0.0,0.0,5.0,5.00965,4.71769,-0.000789207,-0.000485987,4.99988,4.99973,0.0151614,7.90718e-05,0.000110126,5.00001,4.9963,0.0604989,0.0149852,0.0145391,4.99945,0.00597078,4.99912,5.00108,-0.209234,-0.0511236,0.519675,3.2523,2.72975,0.910818,0.00774482,1.6286,4.95284,5.07611,0.0296361,4.82998,5.00234,4.19533,4.88354
1.56e-08,5.0,0.0,5.0,0.0,0.0,5.0,5.00631,4.81329,-0.000824335,-0.000724787,4.99985,4.99948,0.00624257,4.0372e-05,2.49925e-05,5.00008,4.99822,0.0421591,0.01459,0.0144541,4.99983,0.0040105,4.99836,5.00181,-0.209329,-0.0279524,0.210458,3.45877,2.45187,1.82282,0.00586604,1.61299,4.98086,5.01911,0.169856,4.8868,4.99654,4.26791,4.92894
1.57e-08,5.0,0.0,5.0,0.0,0.0,5.0,5.00405,4.87534,-0.00104518,-0.000981491,4.9998,4.99914,-0.00913057,-0.000141184,-7.17815e-05,5.00008,4.99878,0.0271456,0.0141182,0.0139287,4.9998,0.0026076,4.99735,5.00119,-0.209389,-0.0150986,0.131362,3.65593,2.25081,2.69714,0.0036687,1.60039,4.99151,4.68594,0.361207,4.92396,4.98235,4.34517,4.96625
1.58e-08,5.0,0.0,5.0,0.0,0.0,5.0,5.00248,4.91487,-0.00136799,-0.001454,4.9997,4.99874,-0.0310696,-0.000280623,-0.000142299,5.0001,4.99903,0.0170021,0.0131934,0.0129215,4.99966,0.0016597,4.99606,5.00059,-0.209416,-0.00931091,0.0980819,3.83396,2.09841,3.43247,0.00211511,1.58934,4.98651,3.99152,0.538856,4.94768,4.95936,4.42112,4.99235
1.59e-08,5.0,0.0,5.0,0.0,0.0,5.0,5.00083,4.94264,-0.004366,-0.00552498,4.9988,4.99946,-0.0430238,5.5608e-05,-1.63109e-05,5.00021,4.99925,0.0115815,0.0120286,0.0117239,4.99958,0.00118185,4.99814,5.00031,-0.2094,-0.00652876,0.0708209,3.9923,1.98509,3.98325,0.00121906,1.57954,4.97113,2.92195,0.67469,4.96498,4.83738,4.49238,5.00651
1.6e-08,5.0,0.0,5.0,0.0,0.0,5.0,5.00012,4.97375,-0.0102621,-0.0114992,4.99806,5.00309,0.016426,0.000799565,0.000439529,5.00032,4.99942,0.00907886,0.0108692,0.0105795,4.99956,0.00121067,5.00958,5.00022,-0.209329,-0.00479286,0.0471701,4.13368,1.90211,4.32893,0.000647581,1.57083,4.95075,1.69878,0.685933,4.98537,4.53021,4.55807,5.00941
1.61e-08,5.0,0.0,5.0,0.0,0.0,5.0,5.00209,5.01526,-0.0109254,-0.0105266,4.99982,5.0091,0.189762,0.000920189,0.000562489,5.00025,4.9995,0.00742466,0.0097184,0.00942983,4.99956,0.00153587,5.02973,5.00018,-0.20926,-0.00344346,0.0323272,4.25864,1.84084,4.51529,0.000828436,1.56306,4.93102,0.809,0.392802,5.0128,4.21004,4.6179,5.00813
1.62e-08,5.0,0.0,5.0,0.0,0.0,5.0,5.00387,5.06517,-0.00649259,-0.00543527,5.00143,5.01576,0.49025,0.000931616,0.000594599,5.00019,4.99954,0.00626096,0.00855881,0.00827423,4.99956,0.00174836,5.05293,5.00011,-0.209204,-0.00249578,0.0253535,4.36719,1.79411,4.67087,0.00190938,1.55604,4.93683,0.344091,0.17772,5.04467,4.00593,4.6713,5.00689
1.63e-08,5.0,0.0,5.0,0.0,0.0,5.0,5.00347,5.10154,-0.00194842,-0.000982798,5.00159,5.01835,0.820116,0.000494527,0.000326164,5.00006,4.99957,0.00531127,0.00744912,0.00718354,4.99958,0.00136519,5.06103,5.00001,-0.209208,-0.0019532,0.0199144,4.46064,1.7574,4.79288,0.00224254,1.54963,4.95457,0.154663,0.0813085,5.06722,3.91207,4.71815,5.00588
1.64e-08,5.0,0.0,5.0,0.0,0.0,5.0,4.99917,5.06259,0.00029793,0.00127356,5.00098,5.01852,1.13919,0.000162303,0.000126423,5.00007,4.99961,0.00450501,0.00643877,0.00619954,4.99961,-0.000189116,4.99342,5.00006,-0.209285,-0.00157977,0.0152615,4.54086,1.72763,4.87574,0.00199956,1.54375,4.97071,0.0788717,0.0424601,5.06535,3.88059,4.75889,5.00504
1.65e-08,5.0,0.0,5.0,0.0,0.0,5.0,4.99213,4.89005,0.00148673,0.00224212,5.00053,5.0176,1.43549,-8.24884e-05,-4.26063e-05,4.99994,4.99966,0.00381927,0.00554044,0.00532868,4.99965,-0.00315555,4.80726,4.99981,-0.209454,-0.00131848,0.0117228,4.60962,1.70283,4.92797,0.00165488,1.53832,4.98212,0.0467212,0.0246654,5.01475,3.87822,4.79418,5.00431
1.66e-08,5.0,0.0,5.0,0.0,0.0,5.0,4.98411,4.5787,0.00221085,0.00275439,5.00028,5.01625,1.70658,-0.000183938,-0.000122927,4.99997,4.9997,0.00323718,0.00475165,0.00456631,4.99969,-0.00646603,4.50744,4.99977,-0.209641,-0.00111251,0.00917696,4.66835,1.68188,4.95902,0.00135612,1.53331,4.98948,0.0336168,0.0175258,4.91956,3.89117,4.82456,5.00368
1.67e-08,5.0,0.0,5.0,0.0,0.0,5.0,4.97521,4.12226,0.00228291,0.00281098,5.00007,5.01479,1.95183,-0.000203899,-0.000114152,4.99999,4.99974,0.00274374,0.00406535,0.00390448,4.99973,-0.00898042,4.07509,4.99982,-0.20977,-0.000939229,0.00738117,4.71838,1.66389,4.97655,0.00113715,1.52865,4.99386,0.0280514,0.0144256,4.80647,3.91278,4.85062,5.00314
1.68e-08,5.0,0.0,5.0,0.0,0.0,5.0,4.96332,3.46151,0.00185261,0.0025471,4.99977,5.01345,2.17414,-0.000144788,-6.72706e-05,5.00023,4.99977,0.00232494,0.00347158,0.00333254,4.99977,-0.010203,3.41358,5.00012,-0.209811,-0.000797445,0.00609292,4.76094,1.64823,4.98622,0.000984181,1.52432,4.99636,0.0254947,0.0129859,4.7242,3.94044,4.87291,5.00268
1.69e-08,5.0,0.0,5.0,0.0,0.0,5.0,4.94601,2.49023,0.00139687,0.00230368,4.99992,5.01264,2.38506,-9.87063e-05,-6.41242e-05,5.00008,4.99981,0.00196885,0.00295981,0.00284003,4.9998,-0.0110896,2.37924,4.99993,-0.209833,-0.000708384,0.00512664,4.79716,1.63438,4.99195,0.000877175,1.52026,4.99785,0.024173,0.012205,4.7059,3.97376,4.89196,5.00228
1.7e-08,5.0,0.0,5.0,0.0,0.0,5.0,4.9304,1.2586,0.00148183,0.00222576,5.00005,5.011,2.5657,-0.000227929,-0.000135588,4.99993,4.99983,0.00166686,0.00251995,0.00241714,4.99983,-0.0123764,1.03194,5.00008,-0.209887,-0.000630452,0.00436184,4.82796,1.62201,4.99526,0.000789973,1.51645,4.9987,0.0223567,0.0112846,4.73552,4.01152,4.90823,5.00194
1.71e-08,5.0,0.0,5.0,0.0,0.0,5.0,4.94633,0.32725,0.00562266,0.00485522,5.00133,5.01092,2.73958,2.93932e-05,2.61507e-05,4.99998,4.99986,0.00141134,0.00214318,0.00205524,4.99985,-0.00953841,0.261552,5.00043,-0.209653,-0.000539722,0.0037961,4.85413,1.61088,4.99735,0.000741139,1.51287,4.99927,0.0220555,0.010933,4.76379,4.05052,4.92209,5.00165
1.72e-08,5.0,0.0,5.0,0.0,0.0,5.0,4.97936,0.116753,0.00844119,0.00729453,5.0009,5.01344,2.97905,0.000208563,0.000134036,4.99986,4.99988,0.00119437,0.00182101,0.0017458,4.99987,-0.00225795,0.142392,5.00048,-0.209127,-0.000508862,0.00331639,4.87634,1.60081,4.9991,0.000689338,1.50949,4.99989,0.0271514,0.0134813,4.81684,4.10679,4.93388,5.0014
1.73e-08,5.0,0.0,5.0,0.0,0.0,5.0,4.99264,0.0701865,0.00754627,0.00691796,4.99993,5.01363,3.21403,1.88958e-06,6.43734e-06,4.99982,4.9999,0.0010109,0.00154613,0.00148202,4.99989,0.000818314,0.0904482,5.00024,-0.208893,-0.000480596,0.00289006,4.89518,1.59163,4.99974,0.000625676,1.50629,5.00014,0.0295872,0.0147254,4.87376,4.17908,4.9439,5.00118
1.74e-08,5.0,0.0,5.0,0.0,0.0,5.0,4.99685,0.0455509,0.00657396,0.0062615,4.99972,5.01289,3.43025,-7.6335e-05,-4.6223e-05,5.00003,4.99991,0.000855534,0.00131196,0.00125739,4.99991,0.00152252,0.0555071,5.00008,-0.208811,-0.000439484,0.0025477,4.91116,1.58323,4.99982,0.000586082,1.50327,5.00007,0.0296052,0.0147981,4.92276,4.25673,4.95242,5.001
1.75e-08,5.0,0.0,5.0,0.0,0.0,5.0,4.99857,0.0286914,0.00591212,0.00573987,4.99975,5.01184,3.62645,-0.000172472,-0.000112047,4.99985,4.99992,0.000723378,0.0011119,0.0010655,4.99992,0.00150269,0.0322869,4.99984,-0.208777,-0.000407217,0.00226529,4.92476,1.57549,4.99974,0.000550152,1.50039,4.99988,0.0283971,0.0142156,4.96112,4.33414,4.95968,5.00085
1.76e-08,5.0,0.0,5.0,0.0,0.0,5.0,4.99925,0.0178176,0.00539269,0.0052688,4.9998,5.01071,3.8028,-0.000165656,-0.000101388,4.99996,4.99994,0.000611408,0.000941587,0.000902213,4.99993,0.00119025,0.018289,4.99993,-0.208758,-0.000363866,0.00202925,4.93631,1.56835,4.99961,0.000529573,1.49766,4.99982,0.0264726,0.0132732,4.9884,4.40875,4.96585,5.00072
1.77e-08,5.0,0.0,5.0,0.0,0.0,5.0,4.99954,0.0117599,0.0049282,0.00481185,4.99982,5.00956,3.96002,-0.000145889,-8.67847e-05,5.00014,4.99995,0.000516704,0.000796999,0.000763611,4.99994,0.000767068,0.0113802,5.00011,-0.208747,-0.000329506,0.00182793,4.94608,1.56173,4.9995,0.000505606,1.49505,4.99976,0.0241813,0.0121355,5.0045,4.47879,4.97108,5.00061
1.78e-08,5.0,0.0,5.0,0.0,0.0,5.0,4.9997,0.00902715,0.00448417,0.00436934,4.99983,5.00848,4.09996,-0.000177311,-0.000117664,5.0,4.99995,0.000436769,0.000674582,0.000646279,4.99995,0.000308852,0.00875182,4.99996,-0.20874,-0.000318642,0.00165474,4.95434,1.55558,4.99943,0.000482117,1.49257,4.99973,0.0218244,0.0109587,5.00999,4.54342,4.9755,5.00052
1.79e-08,5.0,0.0,5.0,0.0,0.0,5.0,4.99973,0.00760583,0.0040572,0.00394326,4.99983,5.00751,4.22443,-0.000191058,-0.000133957,4.99984,4.99996,0.000369523,0.000571283,0.000547291,4.99996,-3.79272e-05,0.00757055,4.9998,-0.208726,-0.000307362,0.00150531,4.9613,1.54985,4.9994,0.000460574,1.49019,4.99972,0.0195349,0.00981238,5.00933,4.60258,4.97923,5.00044
1.8e-08,5.0,0.0,5.0,0.0,0.0,5.0,4.9997,0.00637745,0.00363719,0.00352712,4.99983,5.00663,4.33427,-0.000168287,-0.000116558,4.99979,4.99997,0.000313026,0.000484276,0.000463934,4.99997,-0.00019691,0.00629906,4.99977,-0.208697,-0.000286511,0.00137529,4.96715,1.54451,4.9994,0.000441649,1.48792,4.99972,0.017368,0.00872731,5.00619,4.65595,4.98237,5.00037
1.81e-08,5.0,0.0,5.0,0.0,0.0,5.0,4.99973,0.00543811,0.00320392,0.00309978,4.99983,5.00577,4.42886,-0.00015755,-0.000100873,4.99982,4.99997,0.00026526,0.000410649,0.000393401,4.99997,-0.000186642,0.00523,4.9998,-0.208657,-0.000266253,0.00125983,4.97211,1.53951,4.99942,0.000424674,1.48574,4.99973,0.0152495,0.00767007,5.00384,4.70291,4.98503,5.00031
1.82e-08,5.0,0.0,5.0,0.0,0.0,5.0,4.99979,0.00439377,0.00279607,0.00270038,4.99984,5.00497,4.51097,-0.00013142,-7.65448e-05,4.99993,4.99998,0.000223976,0.000347005,0.000332424,4.99998,-9.73653e-05,0.00403349,4.99993,-0.208611,-0.000242943,0.00115603,4.97638,1.53479,4.99944,0.000408398,1.48365,4.99974,0.013295,0.00669346,5.00342,4.74414,4.98732,5.00027
1.83e-08,5.0,0.0,5.0,0.0,0.0,5.0,4.99983,0.00352448,0.00243938,0.00235335,4.99986,5.00427,4.5817,-8.10488e-05,-4.44964e-05,5.00008,4.99998,0.000188972,0.000292984,0.000280655,4.99998,-8.49784e-06,0.0031953,5.00008,-0.208565,-0.000218107,0.00106455,4.98001,1.53035,4.99948,0.000391914,1.48164,4.99975,0.0115444,0.00581341,5.00373,4.78018,4.98927,5.00022
1.84e-08,5.0,0.0,5.0,0.0,0.0,5.0,4.99986,0.0030151,0.00211505,0.00203742,4.99987,5.00365,4.64326,-6.36115e-05,-3.6677e-05,5.00011,4.99998,0.000159042,0.000246715,0.000236328,4.99998,2.04147e-05,0.00280864,5.00011,-0.208524,-0.000204661,0.000982977,4.98312,1.52615,4.99952,0.000376272,1.47971,4.99977,0.00996982,0.00502167,5.00362,4.81185,4.99094,5.00019
1.85e-08,5.0,0.0,5.0,0.0,0.0,5.0,4.99988,0.00285771,0.00182302,0.00175256,4.99989,5.0031,4.6957,-7.8699e-05,-5.26632e-05,5.00002,4.99999,0.000134148,0.000208143,0.000199386,4.99999,-9.91086e-06,0.00286119,5.00002,-0.208488,-0.00020241,0.000911255,4.98571,1.5222,4.99956,0.000361487,1.47784,4.99979,0.00857091,0.00431819,5.00309,4.83915,4.99233,5.00016
1.86e-08,5.0,0.0,5.0,0.0,0.0,5.0,4.9999,0.002465,0.00156254,0.00150067,4.9999,5.00264,4.74132,-8.11282e-05,-5.45172e-05,4.99996,4.99999,0.000112688,0.00017489,0.000167536,4.99999,-1.55959e-05,0.00250389,4.99995,-0.208451,-0.000194435,0.000846819,4.98795,1.51845,4.99961,0.000348181,1.47604,4.99981,0.00733891,0.00369842,5.00272,4.86291,4.99353,5.00013
