"time","displacement","force","displacement2","strain","sample#"
"11:06:08",-0.58676317465402100000,-0.26722444020813400000,0.08824152061276660000,861.52762512534200000000,8278
"11:06:12",-0.58523697381478100000,-0.24708189446380300000,0.08816402740067140000,900.75001510634400000000,8279
"11:06:16",-0.58676317465402100000,-0.26051025829335700000,0.08800904097648110000,883.94002919102900000000,8280
"11:06:20",-0.58645793448617300000,-0.26722444020813400000,0.08793154776438590000,883.94002919102900000000,8281
"11:06:24",-0.58584745415047700000,-0.28065280403768900000,0.08800904097648110000,917.56058636938400000000,8282
"11:06:28",-0.58676317465402100000,-0.26051025829335700000,0.08800904097648110000,900.75001510634400000000,8283
"11:06:32",-0.58706841482186800000,-0.27393862212291200000,0.08800904097648110000,900.75001510634400000000,8284
"11:06:36",-0.58615269431832500000,-0.28736698595246600000,0.08808653418857630000,895.14662143078000000000,8285
"11:06:40",-0.58615269431832500000,-0.26722444020813400000,0.08785405455229070000,872.73369709223600000000,8286
"11:06:44",-0.58523697381478100000,-0.26051025829335700000,0.08831901382486170000,900.75001510634400000000,8287
"11:06:48",-0.58584745415047700000,-0.28065280403768900000,0.08824152061276660000,911.95699757451400000000,8288
"11:06:52",-0.58615269431832500000,-0.26722444020813400000,0.08808653418857630000,900.75001510634400000000,8289
"11:06:56",-0.58554221398262900000,-0.27393862212291200000,0.08808653418857630000,872.73369709223600000000,8290
"11:07:00",-0.58523697381478100000,-0.28736698595246600000,0.08785405455229070000,900.75001510634400000000,8291
"11:07:04",-0.58615269431832500000,-0.29408116786724300000,0.08808653418857630000,911.95699757451400000000,8292
